Id,Review,Label,Label5,Label2,Label_Name
4678,"Very interesting material and well explained, but videos are quite plain - borderline boring.",3,2,1,Neutral
4714,Instructor was boring,1,0,0,Very Negative
4744,The material could be exciting but the presentation is dull. The pass mark on the quizzes is around 80%. As these courses are supposed to be for interest why do you need 80% to pass?,2,1,0,Negative
4752,The pronunciation of the lector was more than awful! His English is quite unsuitable for video lectures! It was just a torture listening to him!,2,1,0,Negative
4803,The content might be great but the teachers don't seem to enjoy presenting the course at all. They are basically reading from a script. Very monotonous atmosphere.,2,1,0,Negative
4812,"interesting content but not well presented. faculty read the script and struggled with pronunciation, fluency and generally engaging presentation. Combination of basic content on the one hand and highly specialised information / terminology without explanation on the other was not helpful to learning.",2,1,0,Negative
4841,"Personal difficulty in understanding accents, my own lack of ability.",1,0,0,Very Negative
4849,I found it very hard to understand the lecturers and what they were saying.,1,0,0,Very Negative
4878,"The teachers doesn't seem to enjoy beeing there.......... The all seem like ''The faster we do this, the sooner it will be finished....''",1,0,0,Very Negative
4888,"Thanks for providing lots of interesting materials! As for me, i would prefer having more advanced tests and tasks as the given ones did not really help me remember the materials. I would also appreciate having some additional materials on the brain areas in this course, since this area was completely new to me.",3,2,1,Neutral
